Receptor,Score Type,Hits,Enrichment,max_feat,min_feat,avg_feat,max_centr,min_centr,avg_centr,hyd,don,acc,donhyd,catdon,hydaro,aniacc,donacc,features,all_same,hyd_prop,don_prop,acc_prop,donhyd_prop,catdon_prop,hydaro_prop,aniacc_prop,donacc_prop,quality
M4,dE(class),10,1.996491228,11.474065,0.73048931,6.071701,8.1142197,3.9042709,5.4245868,6,0,0,0,0,1,0,0,7,0,0.857142857,0,0,0,0,0.142857143,0,0,0
M4,dE,11,1.814992026,11.073898,1.4545701,6.219234,6.7439737,3.9042709,5.2322116,6,0,0,0,0,1,0,0,7,0,0.857142857,0,0,0,0,0.142857143,0,0,0
M4,dU(class),2,4.99122807,15.036624,1.1693492,8.0140839,8.9300785,3.1334169,5.8112473,4,1,1,0,0,1,0,0,7,0,0.571428571,0.142857143,0.142857143,0,0,0.142857143,0,0,1
M4,dU,32,0.935855263,9.357235,0.72479379,5.2971921,10.277767,8.2165174,9.4009094,4,1,1,0,0,1,0,0,7,0,0.571428571,0.142857143,0.142857143,0,0,0.142857143,0,0,0
OPRD,dE(class),136,1.287330317,10.51485,1.1513683,4.4728374,7.8259101,4.9590192,6.0429668,3,1,0,0,1,1,0,1,7,0,0.428571429,0.142857143,0,0,0.142857143,0.142857143,0,0.142857143,0
OPRD,dE,7,1.245956064,9.0188627,0.13442852,5.3494477,5.878253,4.3015928,5.4467068,2,1,0,0,3,1,0,0,7,0,0.285714286,0.142857143,0,0,0.428571429,0.142857143,0,0,0
OPRD,dU(class),5,5.835897436,6.1818871,1.339862,3.6427586,7.8259101,3.61043,5.6616173,3,1,1,0,0,1,0,1,7,0,0.428571429,0.142857143,0.142857143,0,0,0.142857143,0,0.142857143,1
OPRD,dU,-99999,0,3.7069924,0.16241445,1.6350839,6.40803,4.4950585,5.4569697,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
OPRK,dE(class),34,2.988445378,11.605652,1.1183617,5.2936969,9.3384333,5.808115,7.966239,4,1,1,0,1,0,0,0,7,0,0.571428571,0.142857143,0.142857143,0,0.142857143,0,0,0,1
OPRK,dE,7,2.903061224,13.973829,1.162351,9.2927933,8.8213778,5.808115,7.2932653,0,1,1,0,4,1,0,0,7,0,0,0.142857143,0.142857143,0,0.571428571,0.142857143,0,0,1
OPRK,dU(class),108,1.128968254,14.154366,1.2389399,9.1620197,9.2171097,4.8855443,7.5467453,5,0,1,0,1,0,0,0,7,0,0.714285714,0,0.142857143,0,0.142857143,0,0,0,0
OPRK,dU,1,10.16071429,15.722771,1.2191751,8.8971949,8.4183683,3.9128516,7.2917008,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,1
OPRM,dE(class),24,1.789308176,5.9806814,0.77097988,3.7534003,5.4519372,2.4798608,3.6644495,4,1,1,0,0,1,0,0,7,0,0.571428571,0.142857143,0.142857143,0,0,0.142857143,0,0,0
OPRM,dE,-99999,0,12.728937,1.0030782,4.7909822,7.2324171,3.5477998,4.7569747,0,1,0,0,6,0,0,0,7,0,0,0.142857143,0,0,0.857142857,0,0,0,0
OPRM,dU(class),544,1.026220866,7.5264053,1.1091303,4.4118495,5.4519372,2.7437243,4.1624107,5,1,1,0,0,0,0,0,7,0,0.714285714,0.142857143,0.142857143,0,0,0,0,0,0
OPRM,dU,-99999,0,4.193697,1.0030782,2.1991129,6.8817434,3.4807837,4.7927241,1,0,0,0,6,0,0,0,7,0,0.142857143,0,0,0,0.857142857,0,0,0,0
